cliente_sk,cliente_id,nombre_completo,edad,sexo,estado_civil,profesion,ingreso_mensual,ciudad,segmento_rfm,antiguedad_meses,fecha_registro,fecha_carga,prob_churn
4507,4507,Esther Galiano,66,F,Divorciado,Ingeniero,2736.09,Arequipa,Clientes Regulares,53,2022-01-21,2026-06-28 16:57:12.401188,0.03
4508,4508,Salvador Ledesma,41,M,Soltero,Médico,2120.42,Arequipa,Clientes Leales,37,2023-05-06,2026-06-28 16:57:12.401188,0.1
4509,4509,Damián Ibáñez,72,M,Casado,Ingeniero,2682.91,Chiclayo,Clientes Regulares,64,2021-01-29,2026-06-28 16:57:12.401188,0.03
4510,4510,Jordi Fortuny,50,M,Divorciado,Ingeniero,1734.16,Cusco,Clientes Leales,45,2022-09-21,2026-06-28 16:57:12.401188,0.8
4511,4511,Jenaro Manzano,46,M,Viudo,Empresario,886.96,Cusco,Clientes Leales,101,2018-01-22,2026-06-28 16:57:12.401188,0.1
4512,4512,Nicolasa Yuste,56,F,Soltero,Enfermero,3410.75,Lima,Clientes Leales,11,2025-07-16,2026-06-28 16:57:12.401188,0.91
4513,4513,Flavia Bárcena,52,F,Viudo,Abogado,1269.7,Lima,Clientes Leales,100,2018-02-01,2026-06-28 16:57:12.401188,0.21
4514,4514,Elodia Barbero,50,F,Casado,Abogado,1031.37,Lima,Campeones,85,2019-05-14,2026-06-28 16:57:12.401188,0.27
4515,4515,Dionisio Roca,27,M,Casado,Arquitecto,1624.98,Lima,Clientes Leales,81,2019-08-30,2026-06-28 16:57:12.401188,0.11
4516,4516,Eufemia Delgado,35,F,Viudo,Comerciante,1045.57,Lima,Campeones,29,2024-01-05,2026-06-28 16:57:12.401188,0.18
4517,4517,Fanny Arregui,51,F,Soltero,Ingeniero,1407.46,Arequipa,Clientes Regulares,53,2022-01-06,2026-06-28 16:57:12.401188,0.2
4518,4518,Camila Ros,23,F,Viudo,Economista,2222.6,Lima,Campeones,4,2026-02-22,2026-06-28 16:57:12.401188,0.16
4519,4519,Lorenzo Roman,32,M,Casado,Comerciante,2228.32,Huancayo,Clientes Regulares,88,2019-02-21,2026-06-28 16:57:12.401188,0.04
4520,4520,Rafaela Cadenas,19,F,Viudo,Abogado,1055.01,Lima,Clientes Regulares,75,2020-03-06,2026-06-28 16:57:12.401188,0.09
4521,4521,Gerónimo Giménez,67,M,Soltero,Independiente,1349.35,Chiclayo,Campeones,30,2023-12-14,2026-06-28 16:57:12.401188,0.2
4522,4522,Zoraida Espejo,36,F,Viudo,Arquitecto,3444.73,Lima,Clientes Leales,15,2025-03-04,2026-06-28 16:57:12.401188,0.06
4523,4523,Dimas Coello,56,M,Soltero,Abogado,2435.34,Cusco,Clientes Leales,31,2023-11-18,2026-06-28 16:57:12.401188,0.5
4524,4524,Socorro Acedo,19,F,Soltero,Economista,6279.46,Arequipa,Clientes Leales,98,2018-04-08,2026-06-28 16:57:12.401188,0.1
4525,4525,Quique Herrero,73,M,Divorciado,Médico,3670.48,Iquitos,Clientes Regulares,57,2021-09-11,2026-06-28 16:57:12.401188,0.01
4526,4526,Leoncio Blázquez,39,M,Divorciado,Docente,3592.4,Piura,Clientes Leales,33,2023-09-23,2026-06-28 16:57:12.401188,0.16
4527,4527,Reyna Mur,53,F,Casado,Arquitecto,786.25,Lima,Clientes Leales,40,2023-02-04,2026-06-28 16:57:12.401188,0.43
4528,4528,Anselmo Pizarro,29,M,Soltero,Empresario,2859.25,Lima,Clientes Leales,15,2025-03-12,2026-06-28 16:57:12.401188,0.24
4529,4529,Mauricio Vigil,66,M,Casado,Enfermero,1751.34,Cusco,Clientes Leales,34,2023-08-01,2026-06-28 16:57:12.401188,0.69
4530,4530,Julián Arregui,55,M,Soltero,Contador,1299.08,Huancayo,Clientes Leales,12,2025-06-27,2026-06-28 16:57:12.401188,0.22
4531,4531,Yago Redondo,57,M,Viudo,Economista,1999.81,Iquitos,Clientes Regulares,68,2020-10-23,2026-06-28 16:57:12.401188,0.2
4532,4532,Paz Ponce,18,F,Divorciado,Enfermero,3187.93,Trujillo,Clientes Regulares,57,2021-09-21,2026-06-28 16:57:12.401188,0.95
4533,4533,Jose Angel Tormo,55,M,Conviviente,Independiente,2441.82,Arequipa,Clientes Leales,60,2021-06-07,2026-06-28 16:57:12.401188,0.82
4534,4534,Hernando Olivares,29,M,Viudo,Economista,1067.33,Chiclayo,Clientes Regulares,2,2026-04-05,2026-06-28 16:57:12.401188,0.0
4535,4535,Concepción Carballo,54,F,Divorciado,Abogado,2822.77,Cusco,Clientes Leales,95,2018-07-20,2026-06-28 16:57:12.401188,0.55
4536,4536,Ovidio Cepeda,56,M,Viudo,Médico,1233.3,Lima,Clientes Regulares,44,2022-10-24,2026-06-28 16:57:12.401188,0.01
4537,4537,Estefanía Garriga,42,F,Casado,Contador,2059.07,Piura,Clientes Regulares,45,2022-09-18,2026-06-28 16:57:12.401188,0.18
4538,4538,Emiliana Barroso,66,F,Soltero,Médico,1507.17,Chiclayo,Campeones,51,2022-03-01,2026-06-28 16:57:12.401188,0.14
4539,4539,Jovita Rubio,38,F,Soltero,Contador,1585.54,Chiclayo,Clientes Regulares,42,2022-12-25,2026-06-28 16:57:12.401188,0.05
4540,4540,Ángela Garzón,60,F,Conviviente,Arquitecto,2863.34,Lima,Clientes Leales,92,2018-10-11,2026-06-28 16:57:12.401188,0.19
4541,4541,Osvaldo Sáenz,26,M,Conviviente,Docente,968.63,Lima,Clientes Regulares,72,2020-06-19,2026-06-28 16:57:12.401188,0.03
4542,4542,Ceferino Lamas,48,M,Conviviente,Empresario,5808.73,Arequipa,Clientes Regulares,19,2024-11-27,2026-06-28 16:57:12.401188,0.08
4543,4543,Sandra Ortega,35,F,Casado,Comerciante,606.28,Lima,Clientes Leales,40,2023-02-27,2026-06-28 16:57:12.401188,0.17
4544,4544,Marciano Carrasco,52,M,Casado,Técnico,1263.19,Lima,Campeones,10,2025-07-29,2026-06-28 16:57:12.401188,0.81
4545,4545,Buenaventura Escalona,75,M,Divorciado,Arquitecto,2257.76,Lima,Clientes Regulares,78,2019-12-15,2026-06-28 16:57:12.401188,0.03
4546,4546,Blas Vallés,67,M,Viudo,Técnico,2567.24,Lima,En Riesgo,65,2021-01-26,2026-06-28 16:57:12.401188,0.78
4547,4547,Victoria Guardia,37,F,Divorciado,Contador,1702.26,Chiclayo,Clientes Leales,5,2026-01-28,2026-06-28 16:57:12.401188,0.06
4548,4548,Adelia Cuenca,56,F,Divorciado,Enfermero,1746.84,Arequipa,Clientes Leales,57,2021-09-03,2026-06-28 16:57:12.401188,0.93
4549,4549,Florina Galvez,72,F,Casado,Enfermero,2313.07,Iquitos,Clientes Leales,98,2018-04-28,2026-06-28 16:57:12.401188,0.36
4550,4550,Luciano Tovar,69,M,Divorciado,Abogado,1573.97,Trujillo,Clientes Regulares,99,2018-03-03,2026-06-28 16:57:12.401188,0.0
4551,4551,Isaías Ordóñez,46,M,Casado,Administrador,4170.99,Lima,Clientes Regulares,69,2020-09-06,2026-06-28 16:57:12.401188,0.04
4552,4552,Isabela Raya,57,F,Divorciado,Abogado,2991.74,Lima,Clientes Regulares,10,2025-07-30,2026-06-28 16:57:12.401188,0.13
4553,4553,Leonel Iglesias,72,M,Conviviente,Empresario,3052.43,Lima,Campeones,58,2021-08-12,2026-06-28 16:57:12.401188,0.81
4554,4554,Camilo Briones,20,M,Conviviente,Empresario,1012.63,Chiclayo,Clientes Leales,99,2018-03-24,2026-06-28 16:57:12.401188,0.24
4555,4555,Jaime Guerrero,29,M,Viudo,Abogado,1723.94,Lima,Clientes Regulares,18,2024-12-03,2026-06-28 16:57:12.401188,0.11
4556,4556,Prudencio Navarrete,49,M,Casado,Ingeniero,1509.78,Arequipa,Clientes Regulares,80,2019-10-05,2026-06-28 16:57:12.401188,0.05
4557,4557,Alfredo Alemán,23,M,Soltero,Comerciante,988.95,Huancayo,Clientes Regulares,39,2023-03-16,2026-06-28 16:57:12.401188,0.04
4558,4558,Isidora Porras,33,F,Viudo,Economista,2244.19,Lima,Clientes Leales,78,2019-12-23,2026-06-28 16:57:12.401188,0.92
4559,4559,Juan Pablo Losa,47,M,Casado,Comerciante,1309.52,Lima,Clientes Regulares,48,2022-06-11,2026-06-28 16:57:12.401188,0.19
4560,4560,Carlos Jaén,31,M,Conviviente,Ingeniero,2679.12,Arequipa,Clientes Regulares,70,2020-08-02,2026-06-28 16:57:12.401188,0.71
4561,4561,Juan Carlos Velasco,52,M,Casado,Ingeniero,951.35,Chiclayo,Clientes Regulares,100,2018-02-01,2026-06-28 16:57:12.401188,0.7
4562,4562,Rafa Mena,24,M,Soltero,Economista,5071.66,Lima,Clientes Leales,23,2024-07-24,2026-06-28 16:57:12.401188,0.16
4563,4563,Alba Bosch,59,F,Conviviente,Contador,1055.95,Piura,Clientes Regulares,73,2020-05-16,2026-06-28 16:57:12.401188,0.09
4564,4564,Régulo Manjón,56,M,Soltero,Ingeniero,2062.31,Huancayo,Clientes Regulares,90,2018-12-14,2026-06-28 16:57:12.401188,0.12
4565,4565,Pía Alegria,19,F,Viudo,Médico,2907.69,Chiclayo,Clientes Regulares,6,2025-12-12,2026-06-28 16:57:12.401188,0.17
4566,4566,Tere Pinilla,27,F,Divorciado,Técnico,1283.85,Piura,Clientes Regulares,56,2021-10-26,2026-06-28 16:57:12.401188,0.04
36,36,Jacobo Robledo,69,M,Soltero,Administrador,869.13,Chiclayo,Clientes Leales,76,2020-02-19,2026-06-28 16:57:12.401188,0.86
37,37,Catalina Falcón,40,F,Soltero,Administrador,2049.43,Huancayo,Campeones,46,2022-08-11,2026-06-28 16:57:12.401188,0.82
38,38,Claudia Vicens,59,F,Divorciado,Independiente,557.91,Lima,Campeones,93,2018-09-06,2026-06-28 16:57:12.401188,0.78
39,39,Eva María Meléndez,33,F,Casado,Empresario,814.92,Lima,Clientes Regulares,76,2020-02-19,2026-06-28 16:57:12.401188,0.78
40,40,Lorenzo Pallarès,35,M,Viudo,Independiente,2034.73,Cusco,Clientes Leales,68,2020-10-20,2026-06-28 16:57:12.401188,0.8
41,41,Jose Francisco Pou,24,M,Soltero,Independiente,2816.02,Lima,Clientes Leales,14,2025-04-25,2026-06-28 16:57:12.401188,0.3
42,42,Saturnina Solano,28,F,Casado,Empresario,2003.84,Lima,Clientes Leales,36,2023-06-13,2026-06-28 16:57:12.401188,0.16
43,43,Carina Sala,28,F,Divorciado,Independiente,1686.84,Piura,Clientes Regulares,101,2018-01-09,2026-06-28 16:57:12.401188,0.05
44,44,Renata Grau,36,F,Casado,Contador,1509.2,Arequipa,Clientes Leales,8,2025-10-24,2026-06-28 16:57:12.401188,0.11
45,45,Marcelino Llorens,31,M,Divorciado,Ingeniero,744.63,Lima,Clientes Leales,23,2024-06-30,2026-06-28 16:57:12.401188,0.25
46,46,Gil Villalba,55,M,Soltero,Arquitecto,1173.91,Lima,Clientes Leales,34,2023-08-22,2026-06-28 16:57:12.401188,0.07
47,47,Natanael Pulido,72,M,Casado,Empresario,1371.44,Lima,En Riesgo,92,2018-10-08,2026-06-28 16:57:12.401188,0.08
48,48,Tristán Roldán,74,M,Conviviente,Médico,3409.34,Chiclayo,Campeones,68,2020-10-05,2026-06-28 16:57:12.401188,0.29
49,49,Tecla Valderrama,60,F,Divorciado,Contador,2222.02,Huancayo,Clientes Regulares,25,2024-05-04,2026-06-28 16:57:12.401188,0.0
50,50,Montserrat Feijoo,63,F,Viudo,Abogado,627.77,Huancayo,Clientes Regulares,69,2020-09-04,2026-06-28 16:57:12.401188,0.07
51,51,Etelvina Godoy,59,F,Soltero,Ingeniero,2196.13,Piura,Clientes Regulares,40,2023-02-16,2026-06-28 16:57:12.401188,0.0
52,52,Albano Angulo,57,M,Conviviente,Contador,1435.04,Cusco,Campeones,88,2019-02-14,2026-06-28 16:57:12.401188,0.1
53,53,Fabio Cuervo,34,M,Casado,Comerciante,1204.53,Arequipa,En Riesgo,54,2021-11-30,2026-06-28 16:57:12.401188,0.08
54,54,Abigaíl Vall,28,F,Conviviente,Independiente,2609.74,Huancayo,Clientes Regulares,28,2024-02-04,2026-06-28 16:57:12.401188,0.95
55,55,Fabiana Coll,50,F,Soltero,Abogado,3356.32,Arequipa,Clientes Regulares,12,2025-06-28,2026-06-28 16:57:12.401188,0.27
608,608,Norberto Agudo,61,M,Viudo,Docente,856.8,Lima,Clientes Leales,24,2024-06-03,2026-06-28 16:57:12.401188,0.19
1456,1456,Rafaela Asensio,57,F,Conviviente,Médico,628.63,Lima,Campeones,89,2019-01-27,2026-06-28 16:57:12.401188,0.16
1523,1523,Amaya Maestre,63,F,Casado,Ingeniero,1578.31,Lima,Campeones,40,2023-02-23,2026-06-28 16:57:12.401188,0.02
2638,2638,Ainara Gallardo,42,F,Soltero,Docente,3180.48,Lima,Clientes Regulares,78,2019-12-25,2026-06-28 16:57:12.401188,0.05
2706,2706,José Mari Almeida,27,M,Casado,Empresario,3384.81,Arequipa,Clientes Leales,64,2021-02-14,2026-06-28 16:57:12.401188,0.66
3619,3619,Carmelo Salcedo,19,M,Soltero,Docente,3702.85,Lima,Campeones,9,2025-09-27,2026-06-28 16:57:12.401188,0.82
3882,3882,Damián Rueda,72,M,Soltero,Ingeniero,2008.86,Lima,Campeones,55,2021-11-23,2026-06-28 16:57:12.401188,0.8
3945,3945,Julieta Gutiérrez,67,F,Soltero,Comerciante,1411.87,Lima,Clientes Regulares,70,2020-08-21,2026-06-28 16:57:12.401188,0.1
4139,4139,Sigfrido Porta,75,M,Divorciado,Contador,3086.47,Iquitos,En Riesgo,68,2020-10-08,2026-06-28 16:57:12.401188,0.02
4272,4272,Elías Solano,75,M,Soltero,Abogado,1320.49,Cusco,Clientes Leales,88,2019-02-20,2026-06-28 16:57:12.401188,0.88
4616,4616,Maristela Cueto,75,F,Conviviente,Docente,1501.49,Lima,En Riesgo,32,2023-10-23,2026-06-28 16:57:12.401188,0.05
31,31,Lázaro Borrás,25,M,Divorciado,Ingeniero,1260.14,Iquitos,Clientes Regulares,71,2020-07-09,2026-06-28 16:57:12.401188,0.22
163,163,Imelda Huertas,20,F,Viudo,Empresario,3623.36,Huancayo,Clientes Leales,1,2026-05-09,2026-06-28 16:57:12.401188,0.06
4567,4567,Angelina Pintor,22,F,Divorciado,Economista,3015.38,Arequipa,Clientes Leales,2,2026-04-19,2026-06-28 16:57:12.401188,0.01
4568,4568,Patricio Toledo,18,M,Casado,Ingeniero,864.79,Arequipa,Clientes Leales,23,2024-07-01,2026-06-28 16:57:12.401188,0.82
4569,4569,Aarón Acuña,68,M,Casado,Técnico,4321.12,Lima,Clientes Leales,4,2026-02-25,2026-06-28 16:57:12.401188,0.07
4570,4570,Diana Perera,23,F,Viudo,Independiente,1823.46,Cusco,Clientes Regulares,14,2025-04-20,2026-06-28 16:57:12.401188,0.15
4571,4571,Nydia Ayala,67,F,Viudo,Docente,1264.15,Piura,Clientes Leales,63,2021-03-12,2026-06-28 16:57:12.401188,0.32
4572,4572,Filomena Alsina,64,F,Soltero,Independiente,1510.95,Lima,Clientes Regulares,68,2020-09-30,2026-06-28 16:57:12.401188,0.81
4573,4573,Calixto Menendez,57,M,Conviviente,Técnico,2937.61,Lima,Clientes Regulares,54,2021-12-15,2026-06-28 16:57:12.401188,0.02
4574,4574,Ignacia Infante,23,F,Viudo,Empresario,1273.25,Chiclayo,Clientes Leales,41,2023-01-23,2026-06-28 16:57:12.401188,0.83
4575,4575,Víctor Barriga,39,M,Viudo,Administrador,1153.3,Chiclayo,Clientes Regulares,55,2021-11-12,2026-06-28 16:57:12.401188,0.23
4576,4576,David Martinez,22,M,Conviviente,Médico,1583.0,Huancayo,Clientes Leales,98,2018-04-19,2026-06-28 16:57:12.401188,0.41
4577,4577,Telmo Ribera,38,M,Viudo,Administrador,892.32,Lima,Clientes Leales,28,2024-02-21,2026-06-28 16:57:12.401188,0.02
4578,4578,Hernán Lastra,69,M,Casado,Contador,5390.14,Lima,Clientes Regulares,93,2018-09-03,2026-06-28 16:57:12.401188,0.02
4579,4579,Rosa Bello,61,F,Conviviente,Administrador,1287.12,Piura,Clientes Regulares,49,2022-05-20,2026-06-28 16:57:12.401188,0.0
4580,4580,Odalys Teruel,19,F,Viudo,Contador,2977.89,Trujillo,Clientes Leales,17,2025-01-21,2026-06-28 16:57:12.401188,0.12
4581,4581,Nilo Peñas,33,M,Viudo,Médico,2050.18,Cusco,Clientes Leales,81,2019-09-12,2026-06-28 16:57:12.401188,0.91
4582,4582,Teobaldo Morillo,40,M,Casado,Empresario,1001.53,Huancayo,Clientes Leales,80,2019-09-29,2026-06-28 16:57:12.401188,0.09
4583,4583,María Salgado,51,F,Viudo,Contador,1801.59,Piura,Clientes Regulares,14,2025-04-04,2026-06-28 16:57:12.401188,0.05
4584,4584,Kike Peláez,23,M,Conviviente,Docente,2894.02,Lima,Clientes Regulares,63,2021-03-17,2026-06-28 16:57:12.401188,0.03
4585,4585,Javier Valero,19,M,Viudo,Comerciante,1614.92,Lima,Clientes Regulares,97,2018-04-29,2026-06-28 16:57:12.401188,0.13
4586,4586,Jenaro Zabala,54,M,Casado,Técnico,3699.18,Lima,Clientes Regulares,25,2024-05-01,2026-06-28 16:57:12.401188,0.05
4587,4587,Alondra Baró,31,F,Divorciado,Economista,3337.27,Huancayo,Clientes Leales,66,2020-11-29,2026-06-28 16:57:12.401188,0.12
4588,4588,Rafaela Santos,58,F,Conviviente,Contador,3138.03,Lima,Clientes Regulares,50,2022-04-06,2026-06-28 16:57:12.401188,0.71
4589,4589,Flor Goicoechea,48,F,Soltero,Enfermero,1372.25,Huancayo,Clientes Regulares,5,2026-01-01,2026-06-28 16:57:12.401188,0.13
4590,4590,Carmen Muñoz,53,F,Viudo,Comerciante,945.86,Iquitos,Clientes Regulares,9,2025-08-29,2026-06-28 16:57:12.401188,0.08
4591,4591,Mariano Mosquera,22,M,Soltero,Médico,1251.19,Lima,Campeones,73,2020-05-11,2026-06-28 16:57:12.401188,0.12
4592,4592,Casemiro Barba,67,M,Viudo,Independiente,2033.97,Trujillo,Clientes Leales,12,2025-06-26,2026-06-28 16:57:12.401188,0.1
4593,4593,Juliana Marqués,28,F,Divorciado,Abogado,2508.58,Chiclayo,Clientes Leales,44,2022-10-19,2026-06-28 16:57:12.401188,0.55
4594,4594,Heliodoro Santos,46,M,Casado,Enfermero,500.0,Lima,Campeones,52,2022-02-19,2026-06-28 16:57:12.401188,0.54
4595,4595,Albino Contreras,35,M,Casado,Enfermero,1799.26,Trujillo,Campeones,55,2021-11-15,2026-06-28 16:57:12.401188,0.11
4596,4596,Pía Estevez,61,F,Conviviente,Enfermero,1987.94,Chiclayo,Clientes Leales,59,2021-07-10,2026-06-28 16:57:12.401188,0.06
4597,4597,Eliana Fabregat,34,F,Conviviente,Empresario,1530.69,Lima,Campeones,42,2022-12-13,2026-06-28 16:57:12.401188,0.15
4598,4598,Nicolasa Molina,28,F,Divorciado,Médico,3923.6,Lima,Clientes Regulares,24,2024-06-24,2026-06-28 16:57:12.401188,0.11
4599,4599,Ruperto Santamaría,37,M,Divorciado,Ingeniero,2328.71,Chiclayo,Clientes Regulares,17,2025-01-05,2026-06-28 16:57:12.401188,0.01
4600,4600,Luisina Coca,55,F,Divorciado,Empresario,3968.39,Cusco,Clientes Leales,25,2024-05-13,2026-06-28 16:57:12.401188,0.15
4601,4601,Severiano Castañeda,39,M,Viudo,Independiente,1588.31,Lima,Clientes Regulares,82,2019-08-09,2026-06-28 16:57:12.401188,0.01
4602,4602,Maricruz Galván,66,F,Casado,Economista,3173.17,Lima,Clientes Leales,45,2022-09-08,2026-06-28 16:57:12.401188,0.7
4603,4603,Flavio Méndez,65,M,Conviviente,Enfermero,4822.46,Iquitos,Clientes Leales,7,2025-11-16,2026-06-28 16:57:12.401188,0.1
4604,4604,Isabela Camacho,67,F,Casado,Médico,3971.96,Lima,Clientes Regulares,67,2020-11-20,2026-06-28 16:57:12.401188,0.33
4605,4605,Loida Quirós,54,F,Divorciado,Ingeniero,938.91,Lima,En Riesgo,61,2021-05-18,2026-06-28 16:57:12.401188,0.91
4606,4606,Rosaura Jerez,27,F,Viudo,Arquitecto,1552.77,Huancayo,Clientes Regulares,62,2021-04-13,2026-06-28 16:57:12.401188,0.12
4607,4607,Azucena Bejarano,64,F,Divorciado,Enfermero,1469.83,Iquitos,Campeones,101,2018-01-26,2026-06-28 16:57:12.401188,0.22
4608,4608,Atilio Ribes,47,M,Conviviente,Docente,2424.92,Huancayo,Clientes Regulares,51,2022-03-11,2026-06-28 16:57:12.401188,0.05
4609,4609,Ruy Valderrama,21,M,Casado,Administrador,2729.33,Iquitos,Clientes Regulares,98,2018-04-10,2026-06-28 16:57:12.401188,0.13
4610,4610,Rita Donoso,51,F,Viudo,Arquitecto,1092.98,Huancayo,Clientes Leales,89,2019-01-19,2026-06-28 16:57:12.401188,0.72
4611,4611,Marcos Rojas,71,M,Viudo,Administrador,1883.15,Lima,Clientes Leales,69,2020-09-22,2026-06-28 16:57:12.401188,0.18
4612,4612,Marisa Riera,62,F,Divorciado,Médico,538.1,Chiclayo,Campeones,25,2024-05-13,2026-06-28 16:57:12.401188,0.28
4613,4613,María Del Carmen Clavero,49,F,Soltero,Empresario,4294.83,Lima,Clientes Regulares,3,2026-03-09,2026-06-28 16:57:12.401188,0.08
4614,4614,Narciso Ayuso,44,M,Conviviente,Empresario,1329.52,Lima,Clientes Regulares,72,2020-06-18,2026-06-28 16:57:12.401188,0.01
4615,4615,Martín Valverde,18,M,Casado,Ingeniero,1869.67,Lima,Clientes Regulares,92,2018-10-03,2026-06-28 16:57:12.401188,0.18
4617,4617,Jenaro Cortés,42,M,Casado,Independiente,3596.14,Lima,Clientes Regulares,28,2024-02-03,2026-06-28 16:57:12.401188,0.01
4618,4618,Mirta Alvarez,45,F,Soltero,Independiente,500.0,Cusco,Clientes Regulares,10,2025-07-30,2026-06-28 16:57:12.401188,0.16
4619,4619,Yolanda Alegria,28,F,Viudo,Técnico,1790.11,Huancayo,En Riesgo,29,2024-01-22,2026-06-28 16:57:12.401188,0.89
4620,4620,Florentina Manso,23,F,Soltero,Comerciante,1696.82,Huancayo,Clientes Regulares,74,2020-04-27,2026-06-28 16:57:12.401188,0.06
4621,4621,Belén Viana,61,F,Viudo,Economista,1377.21,Lima,Clientes Regulares,20,2024-10-20,2026-06-28 16:57:12.401188,0.11
4622,4622,Jovita Espinosa,19,F,Divorciado,Economista,5093.58,Lima,Clientes Leales,52,2022-02-26,2026-06-28 16:57:12.401188,0.14
4623,4623,Eligia Fortuny,25,F,Conviviente,Comerciante,1061.67,Lima,Clientes Leales,82,2019-08-20,2026-06-28 16:57:12.401188,0.12
4624,4624,Vasco Blanco,54,M,Soltero,Médico,2872.9,Lima,Clientes Regulares,51,2022-03-13,2026-06-28 16:57:12.401188,0.2
4625,4625,Domitila Diego,75,F,Soltero,Enfermero,2238.93,Trujillo,Clientes Regulares,62,2021-04-10,2026-06-28 16:57:12.401188,0.08
4626,4626,Benigno Conesa,68,M,Conviviente,Ingeniero,3854.17,Lima,Campeones,5,2026-01-09,2026-06-28 16:57:12.401188,0.72
4627,4627,Marcio Aguirre,51,M,Divorciado,Docente,1211.59,Huancayo,Clientes Leales,24,2024-06-21,2026-06-28 16:57:12.401188,0.11
4628,4628,Francisco Jose Morales,22,M,Divorciado,Contador,1164.7,Lima,,64,2021-02-28,2026-06-28 16:57:12.401188,1.0
4629,4629,Gertrudis Colomer,40,F,Soltero,Administrador,3489.95,Lima,Clientes Regulares,50,2022-04-26,2026-06-28 16:57:12.401188,0.75
4630,4630,Venceslás Cueto,71,M,Divorciado,Arquitecto,2333.66,Huancayo,Clientes Regulares,76,2020-02-22,2026-06-28 16:57:12.401188,0.06
4631,4631,Manu Vila,31,F,Divorciado,Comerciante,715.54,Cusco,Clientes Regulares,60,2021-06-24,2026-06-28 16:57:12.401188,0.82
4632,4632,Plácido Casas,21,M,Soltero,Empresario,1308.21,Cusco,Clientes Regulares,96,2018-06-22,2026-06-28 16:57:12.401188,0.17
4633,4633,Eliana Lasa,38,F,Soltero,Enfermero,2279.77,Piura,Clientes Leales,64,2021-02-28,2026-06-28 16:57:12.401188,0.27
4634,4634,Teodoro Arco,53,M,Conviviente,Ingeniero,2988.89,Lima,Clientes Regulares,97,2018-05-28,2026-06-28 16:57:12.401188,0.63
4635,4635,Luis Salvador,74,M,Viudo,Economista,1202.87,Cusco,Clientes Leales,13,2025-05-15,2026-06-28 16:57:12.401188,0.06
4636,4636,Donato Abella,62,M,Viudo,Técnico,500.0,Lima,Campeones,14,2025-03-30,2026-06-28 16:57:12.401188,0.25
4637,4637,Regina Malo,45,F,Conviviente,Empresario,2474.85,Chiclayo,Clientes Leales,87,2019-03-14,2026-06-28 16:57:12.401188,0.37
4638,4638,Reyes Landa,69,M,Soltero,Economista,869.4,Iquitos,Clientes Leales,45,2022-09-27,2026-06-28 16:57:12.401188,0.88
4639,4639,Cristina Ibáñez,48,F,Conviviente,Técnico,538.94,Cusco,Clientes Leales,42,2022-12-02,2026-06-28 16:57:12.401188,0.24
4640,4640,Miguel Martí,30,M,Viudo,Médico,500.0,Piura,Clientes Leales,75,2020-03-26,2026-06-28 16:57:12.401188,0.15
4641,4641,Paloma Carranza,73,F,Soltero,Comerciante,2946.54,Cusco,Clientes Leales,5,2026-01-25,2026-06-28 16:57:12.401188,0.72
4642,4642,Lara Sureda,31,F,Divorciado,Administrador,1953.09,Cusco,Clientes Regulares,76,2020-02-16,2026-06-28 16:57:12.401188,0.85
4643,4643,Guiomar Larrañaga,22,F,Divorciado,Enfermero,1579.09,Lima,Clientes Regulares,55,2021-11-25,2026-06-28 16:57:12.401188,0.26
4644,4644,Lina Riquelme,52,F,Casado,Contador,4160.6,Iquitos,Clientes Leales,68,2020-10-08,2026-06-28 16:57:12.401188,0.38
4645,4645,Ricardo Castell,59,M,Divorciado,Abogado,2650.21,Chiclayo,Campeones,33,2023-09-17,2026-06-28 16:57:12.401188,0.23
4646,4646,Dimas Amat,43,M,Viudo,Independiente,4768.47,Piura,En Riesgo,82,2019-08-05,2026-06-28 16:57:12.401188,0.15
4647,4647,Pancho Pineda,39,M,Divorciado,Arquitecto,783.96,Arequipa,Clientes Leales,96,2018-06-27,2026-06-28 16:57:12.401188,0.11
4648,4648,Fanny Buendía,45,F,Conviviente,Contador,1770.95,Lima,Campeones,28,2024-02-23,2026-06-28 16:57:12.401188,0.76
4649,4649,Reinaldo Catalán,70,M,Conviviente,Comerciante,685.38,Lima,Clientes Leales,101,2018-01-27,2026-06-28 16:57:12.401188,0.88
4650,4650,Sarita Gimeno,28,F,Viudo,Empresario,1575.57,Iquitos,Clientes Leales,77,2020-01-03,2026-06-28 16:57:12.401188,0.26
4651,4651,Micaela Hidalgo,53,F,Divorciado,Médico,1557.49,Huancayo,Clientes Regulares,72,2020-06-28,2026-06-28 16:57:12.401188,0.02
4652,4652,Manu Goicoechea,41,M,Divorciado,Abogado,2633.23,Cusco,Clientes Leales,93,2018-09-08,2026-06-28 16:57:12.401188,0.16
4653,4653,Emilio Monreal,41,M,Casado,Ingeniero,1858.15,Cusco,Campeones,44,2022-10-13,2026-06-28 16:57:12.401188,0.05
4654,4654,Edelmira Llopis,47,F,Casado,Técnico,2628.17,Lima,Clientes Regulares,100,2018-02-01,2026-06-28 16:57:12.401188,0.76
4655,4655,Domingo Alberdi,58,M,Viudo,Independiente,2757.46,Piura,Clientes Leales,71,2020-07-05,2026-06-28 16:57:12.401188,0.05
4656,4656,Gonzalo Rosales,48,M,Soltero,Independiente,6587.68,Cusco,Clientes Regulares,1,2026-05-18,2026-06-28 16:57:12.401188,0.01
